id,app_data,net_data,duty_cycle_remaining,sent,ack_required,delivered,send_time,ap_id,node_id
7017,"","[{""sf"":7,""power"":11,""type"":""NORMAL""}]",32921,t,f,t,2020-04-12 15:29:57.433,555555,ySwL
7018,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",32921,t,f,t,2020-04-12 15:30:03.476,555555,qFRD
7019,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",31921,t,f,t,2020-04-12 15:30:51.592,222222,8vhg
7020,"","[{""sf"":7,""power"":8,""type"":""NORMAL""}]",31921,t,f,t,2020-04-12 15:31:02.185,222222,l4Do
7021,"","[{""sf"":7,""power"":11,""type"":""NORMAL""}]",31921,t,f,t,2020-04-12 15:31:15.248,333333,7wmc
7022,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",31921,t,f,t,2020-04-12 15:31:18.084,555555,OcGm
7023,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",32921,t,f,t,2020-04-12 15:31:34.14,555555,RvTE
7024,"",[],32941,t,f,t,2020-04-12 15:31:42.798,222222,kn7S
7025,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",32921,t,f,t,2020-04-12 15:31:43.016,444444,eyZ3
7026,"","[{""sf"":7,""power"":11,""type"":""NORMAL""}]",32921,t,f,t,2020-04-12 15:31:53.403,222222,DIRr
7027,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",32921,t,f,t,2020-04-12 15:32:03.633,444444,jQTe
7028,"","[{""sf"":8,""power"":12,""type"":""NORMAL""}]",31921,t,f,t,2020-04-12 15:32:04.77,555555,1cZ7
7029,"","[{""sf"":8,""power"":14,""type"":""NORMAL""}]",32921,t,f,t,2020-04-12 15:32:14.226,444444,qBKP
7030,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",32921,t,f,t,2020-04-12 15:32:25.377,555555,XPyW
7031,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",31921,t,f,t,2020-04-12 15:32:58.762,555555,jQTe
7032,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",31921,t,f,t,2020-04-12 15:33:09.782,111111,goNe
7033,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",32921,t,f,t,2020-04-12 15:33:15.99,444444,StzA
7034,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",32921,t,f,t,2020-04-12 15:33:36.022,555555,pZoS
7035,"","[{""sf"":10,""power"":14,""type"":""NORMAL""}]",32921,t,f,t,2020-04-12 15:33:40.391,111111,PF5D
7036,"","[{""sf"":7,""power"":6,""type"":""NORMAL""}]",31921,t,f,t,2020-04-12 15:33:46.596,444444,DBuU
7037,"","[{""sf"":9,""power"":14,""type"":""NORMAL""}]",32921,t,f,t,2020-04-12 15:33:57.184,444444,240a
7038,"","[{""sf"":11,""power"":14,""type"":""NORMAL""}]",31921,t,f,t,2020-04-12 15:34:04.152,222222,r80N
7039,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",32921,t,f,t,2020-04-12 15:34:09.405,555555,StzA
7040,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",31921,t,f,t,2020-04-12 15:34:14.75,222222,w4qN
7041,"","[{""sf"":7,""power"":8,""type"":""NORMAL""}]",31921,t,f,t,2020-04-12 15:34:21.023,111111,mffj
7042,"","[{""sf"":7,""power"":8,""type"":""NORMAL""}]",32921,t,f,t,2020-04-12 15:34:25.347,222222,cbun
7043,"","[{""sf"":7,""power"":8,""type"":""NORMAL""}]",32921,t,f,t,2020-04-12 15:34:56.046,333333,ZPdy
7044,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",32921,t,f,t,2020-04-12 15:35:05.987,222222,JTV7
7045,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",32921,t,f,t,2020-04-12 15:35:10.025,555555,7P8m
7046,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",31921,t,f,t,2020-04-12 15:35:16.682,555555,FSEV
7047,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",31921,t,f,t,2020-04-12 15:35:20.625,555555,FSEV
7048,"","[{""sf"":7,""power"":15,""type"":""NORMAL""}]",32921,t,f,t,2020-04-12 15:35:31.209,555555,wj5T
7049,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",32921,t,f,t,2020-04-12 15:35:46.674,333333,K9cb
7050,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",31921,t,f,t,2020-04-12 15:35:56.612,222222,OwCd
7051,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",31921,t,f,t,2020-04-12 15:35:57.301,555555,7jw5
7052,"","[{""sf"":8,""power"":14,""type"":""NORMAL""}]",31921,t,f,t,2020-04-12 15:36:01.693,111111,Cd8x
7053,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",32921,t,f,t,2020-04-12 15:36:17.209,222222,7S7e
7054,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",32921,t,f,t,2020-04-12 15:36:17.279,333333,ttYa
7055,"","[{""sf"":7,""power"":11,""type"":""NORMAL""}]",32921,t,f,t,2020-04-12 15:36:17.912,555555,beWP
7056,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",31921,t,f,t,2020-04-12 15:36:27.865,333333,mtIy
7057,"","[{""sf"":7,""power"":8,""type"":""NORMAL""}]",31921,t,f,t,2020-04-12 15:36:41.858,555555,Wv62
7058,"","[{""sf"":9,""power"":14,""type"":""NORMAL""}]",32921,t,f,t,2020-04-12 15:36:48.866,555555,jcJs
7059,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",32921,t,f,t,2020-04-12 15:36:57.933,444444,yO4A
7060,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",32921,t,f,t,2020-04-12 15:37:08.482,333333,meBh
7061,"",[],31941,t,f,t,2020-04-12 15:37:08.511,444444,FVbf
7062,"",[],32941,t,f,t,2020-04-12 15:37:12.344,111111,8LVw
7063,"","[{""sf"":10,""power"":12,""type"":""NORMAL""}]",31921,t,f,t,2020-04-12 15:37:19.095,444444,onzX
7064,"",[],32941,t,f,t,2020-04-12 15:37:27.854,222222,M0G0
7065,"",[],32941,t,f,t,2020-04-12 15:37:39.082,333333,mffj
7066,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",32921,t,f,t,2020-04-12 15:37:39.698,444444,q195
7067,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",31921,t,f,t,2020-04-12 15:37:58.462,222222,472O
7068,"","[{""sf"":7,""power"":11,""type"":""NORMAL""}]",31921,t,f,t,2020-04-12 15:37:59.511,555555,FVbf
7069,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",32921,t,f,t,2020-04-12 15:38:09.715,333333,SlaV
7070,"","[{""sf"":9,""power"":12,""type"":""NORMAL""}]",32921,t,f,t,2020-04-12 15:38:10.107,555555,onzX
7071,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",32921,t,f,t,2020-04-12 15:38:13.005,111111,J12C
7072,"","[{""sf"":7,""power"":5,""type"":""NORMAL""}]",31921,t,f,t,2020-04-12 15:38:22.51,555555,RsQ3
7073,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",32921,t,f,t,2020-04-12 15:39:03.131,555555,MtzP
7074,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",32921,t,f,t,2020-04-12 15:39:03.669,111111,cSVS
7075,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",31921,t,f,t,2020-04-12 15:39:10.37,444444,qkA5
7076,"",[],32941,t,f,t,2020-04-12 15:39:20.358,333333,Y2m4
7077,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",32921,t,f,t,2020-04-12 15:39:20.958,444444,bT0p
7078,"","[{""sf"":7,""power"":7,""type"":""NORMAL""}]",32921,t,f,t,2020-04-12 15:39:30.811,555555,ZDRM
7079,"",[],31941,t,f,t,2020-04-12 15:39:31.543,444444,iw48
7080,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",31921,t,f,t,2020-04-12 15:39:39.146,222222,98PA
7081,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",31921,t,f,t,2020-04-12 15:39:52.142,444444,kPOe
7082,"",[],32941,t,f,t,2020-04-12 15:39:53.752,555555,tmy7
7083,"","[{""sf"":7,""power"":7,""type"":""NORMAL""}]",32921,t,f,t,2020-04-12 15:40:32.883,444444,l4Do
7084,"","[{""sf"":7,""power"":8,""type"":""NORMAL""}]",32921,t,f,t,2020-04-12 15:40:41.463,555555,kPOe
7085,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",31921,t,f,t,2020-04-12 15:41:09.808,222222,9Nmj
7086,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",31921,t,f,t,2020-04-12 15:41:13.502,444444,kn7S
7087,"","[{""sf"":7,""power"":11,""type"":""NORMAL""}]",32921,t,f,t,2020-04-12 15:41:14.423,555555,8vhg
7088,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",31921,t,f,t,2020-04-12 15:41:54.542,444444,DE3i
7089,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",32921,t,f,t,2020-04-12 15:42:04.421,111111,c9cC
7090,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",31921,t,f,t,2020-04-12 15:42:25.007,111111,MjgA
7091,"",[],32941,t,f,t,2020-04-12 15:42:25.068,555555,rTOs
7092,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",32921,t,f,t,2020-04-12 15:42:55.642,111111,ZbhY
7093,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",32921,t,f,t,2020-04-12 15:43:15.698,555555,OXM5
7094,"",[],31941,t,f,t,2020-04-12 15:43:22.481,555555,HW5k
7095,"","[{""sf"":7,""power"":6,""type"":""NORMAL""}]",32921,t,f,t,2020-04-12 15:43:45.234,444444,tbQi
7096,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",32921,t,f,t,2020-04-12 15:43:51.185,333333,YiqN
7097,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",32921,t,f,t,2020-04-12 15:44:05.848,444444,mCDO
7098,"","[{""sf"":7,""power"":11,""type"":""NORMAL""}]",31921,t,f,t,2020-04-12 15:44:22.728,222222,W4Ly
7099,"","[{""sf"":7,""power"":11,""type"":""NORMAL""}]",31921,t,f,t,2020-04-12 15:44:28.823,111111,rawO
7100,"","[{""sf"":8,""power"":11,""type"":""NORMAL""}]",32921,t,f,t,2020-04-12 15:45:29.465,111111,8YL9
7101,"",[],32941,t,f,t,2020-04-12 15:45:36.52,444444,gJRJ
7102,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",32921,t,f,t,2020-04-12 15:45:47.115,444444,ttYa
7103,"","[{""sf"":8,""power"":13,""type"":""NORMAL""}]",32921,t,f,t,2020-04-12 15:46:11.9,333333,s8Zc
7104,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",32921,t,f,t,2020-04-12 15:46:16.469,555555,8LVw
7105,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",32921,t,f,t,2020-04-12 15:46:20.102,111111,xdn9
7106,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",31921,t,f,t,2020-04-12 15:46:22.497,333333,SbQV
7107,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",32921,t,f,t,2020-04-12 15:46:27.068,555555,gJRJ
7108,"","[{""sf"":7,""power"":11,""type"":""NORMAL""}]",32921,t,f,t,2020-04-12 15:46:33.892,222222,46pf
7109,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",32921,t,f,t,2020-04-12 15:47:00.719,111111,bBS2
7110,"",[],32941,t,f,t,2020-04-12 15:47:11.304,111111,Ht48
7111,"","[{""sf"":8,""power"":15,""type"":""NORMAL""}]",32921,t,f,t,2020-04-12 15:47:14.51,222222,CsQo
7112,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",31921,t,f,t,2020-04-12 15:47:17.779,444444,f9sA
7113,"",[],32941,t,f,t,2020-04-12 15:47:23.28,555555,meBh
7114,"","[{""sf"":7,""power"":11,""type"":""NORMAL""}]",32921,t,f,t,2020-04-12 15:47:47.703,555555,JTV7
7115,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",32921,t,f,t,2020-04-12 15:47:55.15,222222,x3ay
7116,"","[{""sf"":9,""power"":12,""type"":""NORMAL""}]",32921,t,f,t,2020-04-12 15:48:05.746,222222,ZRcV
7117,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",32921,t,f,t,2020-04-12 15:48:18.415,444444,CUa6
7118,"","[{""sf"":8,""power"":14,""type"":""NORMAL""}]",31921,t,f,t,2020-04-12 15:48:51.962,111111,E1yh
7119,"","[{""sf"":7,""power"":8,""type"":""NORMAL""}]",31921,t,f,t,2020-04-12 15:49:03.229,333333,UA1b
7120,"","[{""sf"":9,""power"":11,""type"":""NORMAL""}]",32921,t,f,t,2020-04-12 15:49:06.391,222222,FkJ2
7121,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",31921,t,f,t,2020-04-12 15:49:09.042,444444,GvII
7122,"",[],32941,t,f,t,2020-04-12 15:49:14.29,555555,7Tfj
7123,"","[{""sf"":8,""power"":15,""type"":""NORMAL""}]",32921,t,f,t,2020-04-12 15:49:38.378,555555,Y2m4
7124,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",32921,t,f,t,2020-04-12 15:49:55.3,555555,GvII
7125,"","[{""sf"":7,""power"":8,""type"":""NORMAL""}]",31921,t,f,t,2020-04-12 15:50:00.692,555555,GvII
7126,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",32921,t,f,t,2020-04-12 15:50:03.199,444444,3Aqi
7127,"","[{""sf"":8,""power"":12,""type"":""NORMAL""}]",32921,t,f,t,2020-04-12 15:50:07.452,222222,4LQl
7128,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",32921,t,f,t,2020-04-12 15:50:13.887,333333,x3ay
7129,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",31921,t,f,t,2020-04-12 15:50:31.329,555555,a3aC
7130,"","[{""sf"":8,""power"":15,""type"":""NORMAL""}]",31921,t,f,t,2020-04-12 15:51:23.861,444444,r1Oo
7131,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",32921,t,f,t,2020-04-12 15:51:51.99,555555,9sTQ
7132,"","[{""sf"":7,""power"":15,""type"":""NORMAL""}]",31921,t,f,t,2020-04-12 15:52:12.582,555555,r1Oo
7133,"",[],32941,t,f,t,2020-04-12 15:52:18.15,222222,vTXQ
7134,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",32921,t,f,t,2020-04-12 15:52:22.739,111111,2KzN
7135,"",[],31941,t,f,t,2020-04-12 15:52:24.495,444444,1osi
7136,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",32921,t,f,t,2020-04-12 15:52:33.183,555555,VMA9
7137,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",31921,t,f,t,2020-04-12 15:52:33.341,111111,KFnJ
7138,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",32921,t,f,t,2020-04-12 15:52:36.025,555555,ONeQ
7139,"",[],32941,t,f,t,2020-04-12 15:52:46.616,555555,CDma
7140,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",32921,t,f,t,2020-04-12 15:53:13.812,555555,1osi
7141,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",32921,t,f,t,2020-04-12 15:53:14.646,333333,lhnx
7142,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",31921,t,f,t,2020-04-12 15:53:28.785,222222,EuRD
7143,"","[{""sf"":7,""power"":15,""type"":""NORMAL""}]",32921,t,f,t,2020-04-12 15:53:34.42,555555,JUtc
7144,"","[{""sf"":7,""power"":8,""type"":""NORMAL""}]",31921,t,f,t,2020-04-12 15:53:37.242,555555,AwvM
7145,"",[],31941,t,f,t,2020-04-12 15:53:45.141,444444,FylL
7146,"",[],32941,t,f,t,2020-04-12 15:53:55.026,555555,9Nmj
7147,"","[{""sf"":7,""power"":8,""type"":""NORMAL""}]",32921,t,f,t,2020-04-12 15:53:57.838,555555,YerM
7148,"","[{""sf"":7,""power"":8,""type"":""NORMAL""}]",32921,t,f,t,2020-04-12 15:54:25.285,333333,mAto
7149,"",[],32941,t,f,t,2020-04-12 15:54:34.025,111111,DIRr
7150,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",32921,t,f,t,2020-04-12 15:54:44.616,111111,6siv
7151,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",32921,t,f,t,2020-04-12 15:54:45.781,444444,VzWt
7152,"","[{""sf"":7,""power"":7,""type"":""NORMAL""}]",31921,t,f,t,2020-04-12 15:54:45.885,333333,DZbm
7153,"",[],32941,t,f,t,2020-04-12 15:54:58.478,555555,NSn7
7154,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",32921,t,f,t,2020-04-12 15:55:19.564,222222,bRXT
7155,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",32921,t,f,t,2020-04-12 15:55:37.668,333333,RRG0
7156,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",31921,t,f,t,2020-04-12 15:55:40.566,222222,talY
7157,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",31921,t,f,t,2020-04-12 15:55:49.105,555555,f0jO
7158,"","[{""sf"":7,""power"":11,""type"":""NORMAL""}]",31921,t,f,t,2020-04-12 15:55:56.452,444444,SbQV
7159,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",31921,t,f,t,2020-04-12 15:56:15.721,555555,mOCQ
7160,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",32921,t,f,t,2020-04-12 15:56:35.296,111111,M0j6
7161,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",31921,t,f,t,2020-04-12 15:56:46.334,555555,SbQV
7162,"",[],32941,t,f,t,2020-04-12 15:56:56.92,555555,ma5Z
7163,"","[{""sf"":9,""power"":12,""type"":""NORMAL""}]",32921,t,f,t,2020-04-12 15:57:17.516,555555,JFCe
7164,"","[{""sf"":7,""power"":6,""type"":""NORMAL""}]",31921,t,f,t,2020-04-12 15:57:27.116,444444,MjRu
