id,app_data,snr,rssi,duty_cycle_remaining,is_primary,receive_time,frequency,spf,power,airtime,coderate,bandwidth,msg_group_number,message_type_id,ap_id,node_id
4843,MTI5LDEwMA==,10.3,-63.3,35954,t,2020-04-13 14:14:09.154,866100000,7,13,46,4/5,125000,0,1,CCCCCC,eksU
4844,MTI1LDEwMA==,9.18,-48.2,35853,t,2020-04-13 14:14:09.183,866100000,9,15,147,4/5,125000,1,1,888888,sbxs
4845,MTI4LDEwMA==,10.14,-82.6,35954,t,2020-04-13 14:14:09.674,866100000,7,12,46,4/5,125000,4,1,444444,rMIT
4846,NjYsMTAw,10.15,-87.5,35505,t,2020-04-13 14:14:09.682,866100000,11,15,495,4/5,125000,1,1,999999,3GR7
4847,ODgsMTAw,10.16,-99.9,35960,t,2020-04-13 14:14:09.896,866100000,7,13,40,4/5,125000,1,1,DDDDDD,eksU
4848,OTAsMTAw,9.23,-43.8,35872,t,2020-04-13 14:14:10.078,866100000,9,15,128,4/5,125000,1,1,333333,Rczj
4849,NzIsMTAw,11.66,-69,35960,t,2020-04-13 14:14:11.381,866100000,7,6,40,4/5,125000,3,1,222222,4vYl
4850,OTUsMTAw,7.85,-41.7,35960,t,2020-04-13 14:14:13.425,866100000,7,7,40,4/5,125000,4,1,333333,4vYl
4851,NzYsMTAw,8.07,-68.4,35960,t,2020-04-13 14:14:13.982,866100000,7,10,40,4/5,125000,0,1,666666,pAeR
4852,ODUsMTAw,6.94,-102,35505,t,2020-04-13 14:14:14.148,866100000,11,15,495,4/5,125000,2,1,EEEEEE,eksU
4853,NjcsMTAw,11.05,-85.6,35767,t,2020-04-13 14:14:14.988,866100000,10,15,233,4/5,125000,0,1,444444,iKyn
4854,NTUsMTAw,7.77,-81.5,35960,t,2020-04-13 14:14:16.514,866900000,7,14,40,4/5,125000,2,1,111111,Fd8V
4855,ODUsMTAw,8.43,-83.2,35960,t,2020-04-13 14:14:17.534,866100000,7,12,40,4/5,125000,2,1,000000,HkS2
4856,NjksMTAw,7.6,-79.3,35960,t,2020-04-13 14:14:17.938,866100000,7,14,40,4/5,125000,1,1,555555,Er7t
4857,MTMwLDEwMA==,9.02,-54,35918,t,2020-04-13 14:14:19.05,866100000,8,15,82,4/5,125000,0,1,777777,6uou
4858,NzEsMTAw,9.41,-60.3,35960,t,2020-04-13 14:14:19.166,866100000,7,13,40,4/5,125000,0,1,CCCCCC,xJ1M
4859,MTMwLDEwMA==,11.57,-77.3,35853,t,2020-04-13 14:14:19.196,866100000,9,15,147,4/5,125000,0,1,888888,eIoY
4860,MTM4LDEwMA==,9.84,-77.7,35954,t,2020-04-13 14:14:19.515,866100000,7,12,46,4/5,125000,3,1,444444,GByd
4861,NjUsMTAw,9.8,-84.3,35505,t,2020-04-13 14:14:19.663,866100000,11,15,495,4/5,125000,1,1,999999,2i74
4862,NzIsMTAw,7.33,-61.2,35960,t,2020-04-13 14:14:19.898,866100000,7,13,40,4/5,125000,1,1,DDDDDD,xJ1M
4863,NTksMTAw,8.91,-55.6,35960,t,2020-04-13 14:14:19.91,866900000,7,14,40,4/5,125000,0,1,333333,PwH6
4864,MTM0LDEwMA==,11.18,-83.9,35954,t,2020-04-13 14:14:21.39,866100000,7,6,46,4/5,125000,1,1,222222,46pf
4865,NTUsMTAw,8.16,-93.7,35960,t,2020-04-13 14:14:23.433,866900000,7,14,40,4/5,125000,2,1,333333,46pf
4866,NjcsMTAw,7.05,-43.2,35960,t,2020-04-13 14:14:23.996,866100000,7,10,40,4/5,125000,2,1,666666,M0Ca
4867,MTM1LDEwMA==,9.73,-38.7,35432,t,2020-04-13 14:14:24.159,866100000,11,15,568,4/5,125000,2,1,EEEEEE,xJ1M
4868,MTMwLDEwMA==,11.48,-113.1,35734,t,2020-04-13 14:14:24.989,866100000,10,15,266,4/5,125000,0,1,444444,6O3D
4869,MTMwLDEwMA==,11.56,-60.9,35954,t,2020-04-13 14:14:27.103,866100000,7,13,46,4/5,125000,0,1,111111,a77e
4870,OTYsMTAw,9.2,-111.1,35960,t,2020-04-13 14:14:27.545,866100000,7,12,40,4/5,125000,3,1,000000,sj5h
4871,MTAwLDEwMA==,7.33,-107.5,35954,t,2020-04-13 14:14:27.948,866100000,7,14,46,4/5,125000,0,1,555555,dOAs
4872,MTA5LDEwMA==,10.21,-54.4,35918,t,2020-04-13 14:14:29.052,866100000,8,15,82,4/5,125000,0,1,777777,VS4q
4873,NjEsMTAw,9.68,-86.1,35767,t,2020-04-13 14:14:29.12,866100000,10,14,233,4/5,125000,0,1,222222,tu1e
4874,NTgsMTAw,6.83,-55.4,35960,t,2020-04-13 14:14:29.188,866900000,7,14,40,4/5,125000,0,1,CCCCCC,p54u
4875,MTExLDEwMA==,8.44,-109.7,35853,t,2020-04-13 14:14:29.202,866100000,9,15,147,4/5,125000,0,1,888888,a3FE
4876,ODAsMTAw,11.64,-35.1,35960,t,2020-04-13 14:14:29.519,866100000,7,12,40,4/5,125000,4,1,444444,q195
4877,NzUsMTAw,7.5,-102,35505,t,2020-04-13 14:14:29.67,866100000,11,15,495,4/5,125000,2,1,999999,WYaK
4878,NjQsMTAw,9.07,-94.1,35960,t,2020-04-13 14:14:29.905,866100000,7,13,40,4/5,125000,1,1,DDDDDD,p54u
4879,MTAwLDEwMA==,6.61,-50.9,35432,t,2020-04-13 14:14:30.501,866100000,11,15,568,4/5,125000,2,1,333333,U3Hm
4880,MTQzLDEwMA==,7.2,-68.6,35954,t,2020-04-13 14:14:31.406,866100000,7,6,46,4/5,125000,4,1,222222,UA1b
4881,MTQ1LDEwMA==,10.83,-36.6,35954,t,2020-04-13 14:14:34.005,866100000,7,10,46,4/5,125000,7,1,666666,8lS1
4882,OTMsMTAw,10.62,-80.7,35960,t,2020-04-13 14:14:34.029,866100000,7,10,40,4/5,125000,5,1,333333,UA1b
4883,MTM3LDEwMA==,9.38,-89.3,35432,t,2020-04-13 14:14:34.19,866100000,11,15,568,4/5,125000,2,1,EEEEEE,p54u
4884,NzksMTAw,9.26,-56.6,35767,t,2020-04-13 14:14:35.018,866100000,10,15,233,4/5,125000,0,1,444444,aIpw
4885,MTQ1LDEwMA==,6.97,-102.8,35954,t,2020-04-13 14:14:37.12,866100000,7,13,46,4/5,125000,1,1,111111,4Lt4
4886,NzgsMTAw,9.75,-106.4,35960,t,2020-04-13 14:14:37.554,866100000,7,12,40,4/5,125000,3,1,000000,MjRu
4887,MTI1LDEwMA==,10.58,-102.5,35954,t,2020-04-13 14:14:37.96,866100000,7,14,46,4/5,125000,2,1,555555,zOpK
4888,MTE4LDEwMA==,10.53,-58.3,35918,t,2020-04-13 14:14:39.061,866100000,8,15,82,4/5,125000,1,1,777777,1h0W
4889,NTAsMTAw,9.78,-81.3,35960,t,2020-04-13 14:14:39.21,866900000,7,14,40,4/5,125000,1,1,888888,Mdgf
4890,MTA0LDEwMA==,6.88,-47.1,35954,t,2020-04-13 14:14:39.527,866100000,7,12,46,4/5,125000,2,1,444444,uWUj
4891,MTE4LDEwMA==,6.99,-46.6,35432,t,2020-04-13 14:14:39.679,866100000,11,15,568,4/5,125000,2,1,999999,G12X
4892,MTE4LDEwMA==,7.58,-42.9,35432,t,2020-04-13 14:14:40.513,866100000,11,15,568,4/5,125000,1,1,333333,3jTC
4893,MTI4LDEwMA==,11.55,-97.2,35954,t,2020-04-13 14:14:41.417,866100000,7,6,46,4/5,125000,3,1,222222,5qno
4894,MTQwLDEwMA==,10.5,-95.6,35954,t,2020-04-13 14:14:44.013,866100000,7,10,46,4/5,125000,2,1,666666,sQ5J
4895,OTAsMTAw,8.88,-78.1,35960,t,2020-04-13 14:14:44.035,866100000,7,10,40,4/5,125000,4,1,333333,5qno
4896,NzQsMTAw,9.64,-103.8,35767,t,2020-04-13 14:14:45.007,866100000,10,15,233,4/5,125000,0,1,444444,LvxD
4897,MTMwLDEwMA==,7,-71.3,35954,t,2020-04-13 14:14:47.124,866100000,7,13,46,4/5,125000,2,1,111111,KvnY
4898,OTYsMTAw,8.73,-56.4,35960,t,2020-04-13 14:14:47.568,866100000,7,12,40,4/5,125000,1,1,000000,Drai
4899,NTgsMTAw,10.48,-96.9,35960,t,2020-04-13 14:14:47.967,866900000,7,14,40,4/5,125000,3,1,555555,1XpN
4900,MTI4LDEwMA==,8.74,-100.2,35918,t,2020-04-13 14:14:49.077,866100000,8,15,82,4/5,125000,0,1,777777,5Fg1
4901,NzEsMTAw,7.61,-114.9,35767,t,2020-04-13 14:14:49.143,866100000,10,14,233,4/5,125000,0,1,222222,rrK1
4902,MTQ0LDEwMA==,8.61,-88,35954,t,2020-04-13 14:14:49.536,866100000,7,12,46,4/5,125000,0,1,444444,NDPf
4903,MTUwLDEwMA==,6.51,-50.5,35954,t,2020-04-13 14:14:49.687,866900000,7,14,46,4/5,125000,2,1,999999,6Deu
4904,MTA4LDEwMA==,8.94,-57.4,35734,t,2020-04-13 14:14:49.779,866100000,10,15,266,4/5,125000,0,1,CCCCCC,Kj3C
4905,MTQzLDEwMA==,6.65,-82.2,35734,t,2020-04-13 14:14:49.794,866100000,10,15,266,4/5,125000,0,1,888888,daFt
4906,OTYsMTAw,10.29,-45.4,35960,t,2020-04-13 14:14:49.938,866100000,7,13,40,4/5,125000,1,1,DDDDDD,Kj3C
4907,NjYsMTAw,7.86,-83.2,35505,t,2020-04-13 14:14:50.521,866100000,11,15,495,4/5,125000,0,1,333333,MUFW
4908,MTM1LDEwMA==,8.23,-62.3,35954,t,2020-04-13 14:14:51.428,866100000,7,6,46,4/5,125000,3,1,222222,sQ5J
4909,MTE1LDEwMA==,8.87,-98.4,35954,t,2020-04-13 14:14:54.022,866100000,7,10,46,4/5,125000,2,1,666666,zWMQ
4910,MTA3LDEwMA==,6.51,-90.5,35954,t,2020-04-13 14:14:54.045,866100000,7,10,46,4/5,125000,4,1,333333,sQ5J
4911,NTUsMTAw,8.11,-113.7,35960,t,2020-04-13 14:14:54.19,866900000,7,14,40,4/5,125000,2,1,EEEEEE,Kj3C
4912,MTM4LDEwMA==,10.01,-44.3,35734,t,2020-04-13 14:14:55.014,866100000,10,15,266,4/5,125000,0,1,444444,QB1X
4913,MTAwLDEwMA==,9.33,-60.3,35954,t,2020-04-13 14:14:57.144,866100000,7,13,46,4/5,125000,5,1,111111,EgoH
4914,MTI4LDEwMA==,10.99,-89.8,35954,t,2020-04-13 14:14:57.574,866100000,7,12,46,4/5,125000,5,1,000000,CiMw
4915,MTA3LDEwMA==,9.11,-36.2,35954,t,2020-04-13 14:14:58.561,866100000,7,10,46,4/5,125000,2,1,555555,xGaO
4916,NTYsMTAw,6.94,-112.9,35960,t,2020-04-13 14:14:59.088,866900000,7,14,40,4/5,125000,0,1,777777,IKVw
4917,MTM2LDEwMA==,9.9,-86.5,35954,t,2020-04-13 14:14:59.551,866100000,7,12,46,4/5,125000,2,1,444444,BdI0
4918,NjEsMTAw,6.82,-90.9,35767,t,2020-04-13 14:14:59.784,866100000,10,15,233,4/5,125000,0,1,CCCCCC,FwLH
4919,MTQ4LDEwMA==,7.62,-58.6,35954,t,2020-04-13 14:14:59.801,866900000,7,14,46,4/5,125000,0,1,888888,Fzml
4920,NTQsMTAw,7.1,-40.5,35960,t,2020-04-13 14:14:59.94,866900000,7,14,40,4/5,125000,1,1,DDDDDD,FwLH
4921,MTI5LDEwMA==,10.53,-99.3,35432,t,2020-04-13 14:15:00.272,866100000,11,15,568,4/5,125000,2,1,999999,64XD
4922,NjIsMTAw,8.71,-111.2,35505,t,2020-04-13 14:15:00.53,866100000,11,15,495,4/5,125000,0,1,333333,M5LF
4923,OTMsMTAw,8.35,-49,35960,t,2020-04-13 14:15:01.426,866100000,7,6,40,4/5,125000,1,1,222222,CsQo
4924,NTUsMTAw,6.98,-79.5,35960,t,2020-04-13 14:15:04.035,866900000,7,14,40,4/5,125000,1,1,666666,5WiV
4925,MTQ2LDEwMA==,8.28,-44.3,35954,t,2020-04-13 14:15:04.052,866900000,7,14,46,4/5,125000,2,1,333333,CsQo
4926,MTM5LDEwMA==,8.26,-78.9,35734,t,2020-04-13 14:15:04.772,866100000,10,15,266,4/5,125000,2,1,EEEEEE,FwLH
4927,ODQsMTAw,7.03,-81.7,35960,t,2020-04-13 14:15:07.141,866100000,7,13,40,4/5,125000,3,1,111111,ZSRb
4928,OTgsMTAw,10.03,-108.1,35960,t,2020-04-13 14:15:07.591,866100000,7,12,40,4/5,125000,3,1,000000,XYOq
4929,MTExLDEwMA==,10.94,-101.2,35954,t,2020-04-13 14:15:08.575,866100000,7,10,46,4/5,125000,1,1,555555,dWkf
4930,NTEsMTAw,11.09,-86.9,35960,t,2020-04-13 14:15:09.162,866900000,7,14,40,4/5,125000,1,1,222222,1pM9
4931,NjIsMTAw,9.59,-71,35960,t,2020-04-13 14:15:09.56,866100000,7,12,40,4/5,125000,1,1,444444,hpZi
4932,MTI2LDEwMA==,8.3,-39.5,34968,t,2020-04-13 14:15:09.669,866100000,12,15,1032,4/5,125000,0,1,777777,vHzI
4933,NzMsMTAw,10.48,-46.6,35767,t,2020-04-13 14:15:09.793,866100000,10,15,233,4/5,125000,0,1,CCCCCC,VtLc
4934,MTMxLDEwMA==,9.55,-75.7,35432,t,2020-04-13 14:15:10.283,866100000,11,15,568,4/5,125000,1,1,999999,xN47
4935,NTIsMTAw,10.72,-42.2,35960,t,2020-04-13 14:15:10.386,866900000,7,14,40,4/5,125000,0,1,888888,ypc1
4936,MTQ5LDEwMA==,10.14,-54.6,35954,t,2020-04-13 14:15:10.536,866900000,7,14,46,4/5,125000,1,1,DDDDDD,VtLc
4937,NjcsMTAw,9.93,-61.8,35505,t,2020-04-13 14:15:10.55,866100000,11,15,495,4/5,125000,1,1,333333,ES1t
4938,MTE4LDEwMA==,9.91,-45.9,35954,t,2020-04-13 14:15:11.464,866100000,7,6,46,4/5,125000,2,1,222222,ArdP
4939,MTM3LDEwMA==,7.22,-50.6,35954,t,2020-04-13 14:15:14.632,866100000,7,13,46,4/5,125000,1,1,666666,SrSH
4940,OTUsMTAw,8.63,-83,35960,t,2020-04-13 14:15:14.641,866100000,7,15,40,4/5,125000,3,1,333333,ArdP
4941,MTA0LDEwMA==,9.69,-86.8,35734,t,2020-04-13 14:15:14.782,866100000,10,15,266,4/5,125000,2,1,EEEEEE,VtLc
4942,MTQ0LDEwMA==,9.77,-56.2,35734,t,2020-04-13 14:15:15.035,866100000,10,15,266,4/5,125000,0,1,444444,yKyH
4943,OTQsMTAw,11.52,-91.2,35960,t,2020-04-13 14:15:17.419,866100000,7,13,40,4/5,125000,3,1,111111,uq1F
4944,MTE0LDEwMA==,9.29,-64.9,35954,t,2020-04-13 14:15:17.741,866100000,7,12,46,4/5,125000,3,1,000000,r4r7
4945,NjcsMTAw,11.31,-91.7,35960,t,2020-04-13 14:15:18.58,866100000,7,10,40,4/5,125000,1,1,555555,x3Gr
4946,OTMsMTAw,8.21,-90.3,35960,t,2020-04-13 14:15:19.569,866100000,7,12,40,4/5,125000,1,1,444444,e0f8
4947,NTEsMTAw,6.9,-112.6,35960,t,2020-04-13 14:15:19.75,866900000,7,14,40,4/5,125000,0,1,222222,SPOc
4948,MTIwLDEwMA==,11.21,-36.3,35734,t,2020-04-13 14:15:19.807,866100000,10,15,266,4/5,125000,0,1,CCCCCC,wQa4
4949,OTEsMTAw,11.64,-55.8,35505,t,2020-04-13 14:15:20.294,866100000,11,15,495,4/5,125000,2,1,999999,k3eC
4950,NzYsMTAw,10.65,-66.2,35505,t,2020-04-13 14:15:20.546,866100000,11,15,495,4/5,125000,2,1,333333,wJjc
4951,MTMxLDEwMA==,10.04,-53,35432,t,2020-04-13 14:15:20.975,866100000,11,15,568,4/5,125000,2,1,888888,4HEX
4952,NTMsMTAw,11.33,-86.8,35960,t,2020-04-13 14:15:21.125,866900000,7,14,40,4/5,125000,1,1,DDDDDD,wQa4
4953,NjEsMTAw,7.08,-78.5,35960,t,2020-04-13 14:15:21.442,866100000,7,6,40,4/5,125000,2,1,222222,iwU0
4954,MTQ2LDEwMA==,11.48,-90.5,35954,t,2020-04-13 14:15:24.645,866900000,7,14,46,4/5,125000,4,1,666666,iw48
4955,MTUwLDEwMA==,10.87,-51.9,35954,t,2020-04-13 14:15:24.662,866900000,7,14,46,4/5,125000,3,1,333333,iwU0
4956,NTYsMTAw,11.23,-46.6,35960,t,2020-04-13 14:15:24.809,866900000,7,14,40,4/5,125000,2,1,EEEEEE,wQa4
4957,NjEsMTAw,9.43,-111.3,35767,t,2020-04-13 14:15:25.06,866100000,10,15,233,4/5,125000,0,1,444444,xemt
4958,NTYsMTAw,8.59,-108.4,35960,t,2020-04-13 14:15:27.156,866900000,7,14,40,4/5,125000,5,1,111111,kn7S
4959,MTIwLDEwMA==,8.58,-102.6,35954,t,2020-04-13 14:15:27.613,866100000,7,12,46,4/5,125000,5,1,000000,M0G0
4960,MTA2LDEwMA==,7.2,-89.3,35954,t,2020-04-13 14:15:28.59,866100000,7,10,46,4/5,125000,0,1,555555,DpGD
4961,MTA5LDEwMA==,9.75,-93.5,35954,t,2020-04-13 14:15:29.575,866100000,7,12,46,4/5,125000,3,1,444444,IB6w
4962,MTM2LDEwMA==,9.14,-96.9,34968,t,2020-04-13 14:15:29.706,866100000,12,15,1032,4/5,125000,1,1,777777,EcTr
4963,MTQwLDEwMA==,10.61,-68,35734,t,2020-04-13 14:15:29.817,866100000,10,15,266,4/5,125000,0,1,CCCCCC,aCqK
4964,NjksMTAw,10.99,-58.4,35505,t,2020-04-13 14:15:30.3,866100000,11,15,495,4/5,125000,1,1,999999,CleR
4965,MTQ0LDEwMA==,8.45,-52.7,35432,t,2020-04-13 14:15:30.556,866100000,11,15,568,4/5,125000,0,1,333333,HwW0
4966,ODYsMTAw,10.1,-64,35505,t,2020-04-13 14:15:30.986,866100000,11,15,495,4/5,125000,2,1,888888,ReZD
4967,MTE4LDEwMA==,9.12,-77.7,35954,t,2020-04-13 14:15:31.456,866100000,7,6,46,4/5,125000,3,1,222222,72pB
4968,MTM0LDEwMA==,11.54,-98.4,35734,t,2020-04-13 14:15:31.709,866100000,10,15,266,4/5,125000,1,1,DDDDDD,aCqK
4969,ODQsMTAw,8.57,-79.5,35767,t,2020-04-13 14:15:35.054,866100000,10,15,233,4/5,125000,0,1,444444,fdl4
4970,MTAwLDEwMA==,7.5,-42.9,35954,t,2020-04-13 14:15:35.241,866100000,7,8,46,4/5,125000,2,1,666666,yIWD
4971,NzcsMTAw,8.99,-95.4,35872,t,2020-04-13 14:15:35.25,866100000,9,15,128,4/5,125000,4,1,333333,72pB
4972,MTE2LDEwMA==,9.65,-56.5,35853,t,2020-04-13 14:15:35.394,866100000,9,15,147,4/5,125000,2,1,EEEEEE,aCqK
4973,MTM1LDEwMA==,7.49,-109.4,35954,t,2020-04-13 14:15:37.616,866100000,7,12,46,4/5,125000,1,1,000000,a77e
4974,MTI0LDEwMA==,8.67,-98.2,35954,t,2020-04-13 14:15:37.757,866100000,7,11,46,4/5,125000,1,1,111111,OvKI
4975,MTE4LDEwMA==,9.44,-66.3,35954,t,2020-04-13 14:15:38.603,866100000,7,10,46,4/5,125000,1,1,555555,VIsy
4976,NzAsMTAw,7.65,-99.5,35960,t,2020-04-13 14:15:39.585,866100000,7,12,40,4/5,125000,3,1,444444,6Ta3
4977,OTUsMTAw,8.06,-54.6,35767,t,2020-04-13 14:15:39.825,866100000,10,15,233,4/5,125000,0,1,CCCCCC,s69z
4978,MTMxLDEwMA==,10.24,-84.3,35432,t,2020-04-13 14:15:40.324,866100000,11,15,568,4/5,125000,1,1,999999,bnQm
4979,MTI4LDEwMA==,7.39,-56.8,34968,t,2020-04-13 14:15:40.364,866100000,12,15,1032,4/5,125000,1,1,222222,InAm
4980,MTE1LDEwMA==,8.12,-103.2,35432,t,2020-04-13 14:15:40.597,866100000,11,15,568,4/5,125000,2,1,333333,n9KK
4981,NzcsMTAw,10.05,-96.3,35505,t,2020-04-13 14:15:41.025,866100000,11,15,495,4/5,125000,0,1,888888,wvcy
4982,ODgsMTAw,7.03,-41.6,35960,t,2020-04-13 14:15:41.495,866100000,7,6,40,4/5,125000,1,1,222222,x3ay
4983,NTcsMTAw,7.65,-52.1,35960,t,2020-04-13 14:15:41.726,866900000,7,14,40,4/5,125000,1,1,DDDDDD,s69z
4984,ODksMTAw,10.52,-93.5,35960,t,2020-04-13 14:15:45.249,866100000,7,8,40,4/5,125000,2,1,666666,8j6V
4985,ODksMTAw,8.63,-110,35872,t,2020-04-13 14:15:45.26,866100000,9,15,128,4/5,125000,2,1,333333,x3ay
4986,NjUsMTAw,11.48,-59,35872,t,2020-04-13 14:15:45.404,866100000,9,15,128,4/5,125000,2,1,EEEEEE,s69z
4987,MTE2LDEwMA==,11.52,-75.7,35954,t,2020-04-13 14:15:47.625,866100000,7,12,46,4/5,125000,1,1,000000,UfEC
4988,MTI3LDEwMA==,8.23,-83.8,35954,t,2020-04-13 14:15:47.761,866100000,7,11,46,4/5,125000,3,1,111111,qK8y
4989,OTEsMTAw,6.99,-67.5,35960,t,2020-04-13 14:15:48.815,866100000,7,10,40,4/5,125000,3,1,555555,CsQo
4990,MTM3LDEwMA==,10.12,-79.7,35954,t,2020-04-13 14:15:49.617,866100000,7,12,46,4/5,125000,3,1,444444,Ga8f
4991,MTI3LDEwMA==,8.62,-59.6,35734,t,2020-04-13 14:15:49.883,866100000,10,15,266,4/5,125000,0,1,CCCCCC,iQb6
4992,NTksMTAw,7.8,-85.2,35960,t,2020-04-13 14:15:50.582,866900000,7,14,40,4/5,125000,2,1,999999,CcCs
4993,NzEsMTAw,11.28,-90.1,35505,t,2020-04-13 14:15:51.575,866100000,11,15,495,4/5,125000,1,1,888888,M5LF
4994,NjksMTAw,10.29,-103.7,35505,t,2020-04-13 14:15:51.803,866100000,11,15,495,4/5,125000,1,1,333333,HP8L
4995,NzAsMTAw,8.86,-77.8,35960,t,2020-04-13 14:15:51.958,866100000,7,6,40,4/5,125000,2,1,222222,ZRcV
4996,MTQ2LDEwMA==,7.13,-44.7,35954,t,2020-04-13 14:15:52.324,866900000,7,14,46,4/5,125000,1,1,DDDDDD,iQb6
4997,OTIsMTAw,8.54,-50.8,35767,t,2020-04-13 14:15:55.684,866100000,10,15,233,4/5,125000,0,1,444444,QOSq
4998,NzksMTAw,9.66,-76.2,35872,t,2020-04-13 14:15:55.992,866100000,9,15,128,4/5,125000,2,1,EEEEEE,iQb6
4999,OTksMTAw,7.59,-103.5,35872,t,2020-04-13 14:15:56.253,866100000,9,15,128,4/5,125000,3,1,333333,ZRcV
5000,ODIsMTAw,9.55,-58.3,35960,t,2020-04-13 14:15:56.581,866100000,7,8,40,4/5,125000,2,1,666666,Azpd
5001,NTQsMTAw,6.92,-100.6,35960,t,2020-04-13 14:15:58.505,866900000,7,14,40,4/5,125000,3,1,000000,bH9n
5002,MTIzLDEwMA==,9.03,-77.1,35954,t,2020-04-13 14:16:00.91,866100000,7,10,46,4/5,125000,3,1,555555,0WFb
5003,NzQsMTAw,9.76,-102.3,35960,t,2020-04-13 14:16:01.726,866100000,7,11,40,4/5,125000,3,1,111111,UtBs
5004,OTUsMTAw,10.61,-65,35960,t,2020-04-13 14:16:01.82,866100000,7,6,40,4/5,125000,3,1,222222,fZsx
5005,OTAsMTAw,7.54,-51.1,35505,t,2020-04-13 14:16:02.372,866100000,11,15,495,4/5,125000,1,1,888888,RQp2
5006,MTMxLDEwMA==,11.52,-63.9,35432,t,2020-04-13 14:16:03.608,866100000,11,15,568,4/5,125000,1,1,333333,iBHz
5007,OTYsMTAw,7.62,-103.4,35767,t,2020-04-13 14:16:03.848,866100000,10,15,233,4/5,125000,0,1,CCCCCC,fUtb
5008,MTQxLDEwMA==,8.36,-101.2,35954,t,2020-04-13 14:16:05.682,866100000,7,12,46,4/5,125000,3,1,444444,kRLS
5009,MTIyLDEwMA==,7.86,-54.3,35853,t,2020-04-13 14:16:05.755,866100000,9,15,147,4/5,125000,1,1,EEEEEE,fUtb
5010,MTAyLDEwMA==,9.19,-59.6,35853,t,2020-04-13 14:16:05.984,866100000,9,15,147,4/5,125000,4,1,333333,fZsx
5011,MTI5LDEwMA==,10.14,-63.2,35954,t,2020-04-13 14:16:06.447,866100000,7,8,46,4/5,125000,4,1,666666,kMoR
5012,NTAsMTAw,9.21,-88.6,35960,t,2020-04-13 14:16:07.301,866900000,7,14,40,4/5,125000,0,1,444444,jvj3
5013,MTI4LDEwMA==,10.99,-59.1,35734,t,2020-04-13 14:16:07.383,866100000,10,15,266,4/5,125000,2,1,DDDDDD,fUtb
5014,MTI5LDEwMA==,7.11,-75,35853,t,2020-04-13 14:16:07.48,866100000,9,15,147,4/5,125000,1,1,999999,yVU1
5015,ODAsMTAw,8.14,-54.7,35960,t,2020-04-13 14:16:07.783,866100000,7,11,40,4/5,125000,2,1,111111,Mcg8
5016,MTEzLDEwMA==,10.07,-106.4,35954,t,2020-04-13 14:16:08.636,866100000,7,10,46,4/5,125000,0,1,555555,BdgQ
5017,MTI4LDEwMA==,10.63,-41.5,35853,t,2020-04-13 14:16:09.485,866100000,9,14,147,4/5,125000,2,1,000000,WRmp
5018,MTQ1LDEwMA==,9.88,-94,35954,t,2020-04-13 14:16:09.616,866100000,7,12,46,4/5,125000,2,1,444444,IduF
5019,NjcsMTAw,7.42,-92.4,35099,t,2020-04-13 14:16:09.738,866100000,12,15,901,4/5,125000,1,1,777777,bstM
5020,ODAsMTAw,7.56,-54.4,35767,t,2020-04-13 14:16:09.848,866100000,10,15,233,4/5,125000,0,1,CCCCCC,Khm7
5021,NjAsMTAw,9.08,-52.7,35505,t,2020-04-13 14:16:10.594,866100000,11,15,495,4/5,125000,1,1,333333,8nSX
5022,OTgsMTAw,8.42,-86.7,35505,t,2020-04-13 14:16:11.027,866100000,11,15,495,4/5,125000,0,1,888888,9Las
5023,ODcsMTAw,10.99,-105.8,35960,t,2020-04-13 14:16:11.487,866100000,7,6,40,4/5,125000,1,1,222222,R8pO
5024,OTYsMTAw,10.98,-80.2,35872,t,2020-04-13 14:16:11.854,866100000,9,15,128,4/5,125000,2,1,999999,X0EP
5025,MTM0LDEwMA==,7.86,-71.2,35734,t,2020-04-13 14:16:12.95,866100000,10,15,266,4/5,125000,1,1,DDDDDD,Khm7
5026,MTAxLDEwMA==,9.55,-58.3,35954,t,2020-04-13 14:16:15.275,866100000,7,8,46,4/5,125000,1,1,666666,Or2Y
5027,MTE3LDEwMA==,9.43,-49.4,35853,t,2020-04-13 14:16:15.285,866100000,9,15,147,4/5,125000,2,1,333333,R8pO
5028,OTcsMTAw,9.18,-90.1,35872,t,2020-04-13 14:16:15.429,866100000,9,15,128,4/5,125000,2,1,EEEEEE,Khm7
5029,OTQsMTAw,10.67,-43.5,35960,t,2020-04-13 14:16:17.789,866100000,7,11,40,4/5,125000,3,1,111111,2SLw
5030,NzUsMTAw,9.15,-113.6,35505,t,2020-04-13 14:16:17.959,866100000,11,14,495,4/5,125000,0,1,444444,8tvA
5031,ODUsMTAw,11.36,-68.6,35960,t,2020-04-13 14:16:18.632,866100000,7,10,40,4/5,125000,1,1,555555,wu0x
5032,ODAsMTAw,10.89,-98.9,35872,t,2020-04-13 14:16:19.494,866100000,9,14,128,4/5,125000,3,1,000000,DSdJ
5033,OTcsMTAw,9.12,-47.7,35960,t,2020-04-13 14:16:19.636,866100000,7,12,40,4/5,125000,5,1,444444,fwHU
5034,OTIsMTAw,7.34,-81.4,35099,t,2020-04-13 14:16:19.748,866100000,12,15,901,4/5,125000,1,1,777777,ctO9
5035,OTcsMTAw,7.36,-82,35767,t,2020-04-13 14:16:19.857,866100000,10,15,233,4/5,125000,0,1,CCCCCC,pPaZ
